feature,importance
cat__ROUTE_ANC-ADK,0.0
cat__ROUTE_ANC-ADQ,0.0
cat__ROUTE_ANC-BET,0.0
cat__ROUTE_ANC-BRW,0.0
cat__ROUTE_ANC-CDV,0.0
cat__ROUTE_ANC-DEN,0.0
cat__ROUTE_ANC-DFW,0.0
cat__ROUTE_ANC-FAI,0.0
cat__ROUTE_ANC-HNL,0.0
cat__ROUTE_ANC-JNU,0.0
cat__ROUTE_ANC-KOA,0.0
cat__ROUTE_ANC-LAS,0.0
cat__ROUTE_ANC-LAX,0.0
cat__ROUTE_ANC-MSP,0.0
cat__ROUTE_ANC-OGG,0.0
cat__ROUTE_ANC-OME,0.0
cat__ROUTE_ANC-ORD,0.0
cat__ROUTE_ANC-OTZ,0.0
cat__ROUTE_ANC-PDX,0.0
cat__ROUTE_ANC-PHX,0.0
cat__ROUTE_ANC-SCC,0.0
cat__ROUTE_ANC-SEA,0.0
cat__ROUTE_APN-DTW,0.0
cat__ROUTE_ASE-ATL,0.0
cat__ROUTE_ASE-AUS,0.0
cat__ROUTE_ASE-DEN,0.0
cat__ROUTE_ASE-DFW,0.0
cat__ROUTE_ASE-IAH,0.0
cat__ROUTE_ASE-LAX,0.0
cat__ROUTE_ASE-ORD,0.0
cat__ROUTE_ASE-PHX,0.0
cat__ROUTE_ASE-SFO,0.0
cat__ROUTE_ATL-ABQ,0.0
cat__ROUTE_ATL-ABY,0.0
cat__ROUTE_ATL-AGS,0.0
cat__ROUTE_ATL-ALB,0.0
cat__ROUTE_ATL-ASE,0.0
cat__ROUTE_ATL-ATW,0.0
cat__ROUTE_ATL-AUS,0.0
cat__ROUTE_ATL-AVL,0.0
cat__ROUTE_ATL-BDL,0.0
cat__ROUTE_ATL-BHM,0.0
cat__ROUTE_ATL-BNA,0.0
cat__ROUTE_ATL-BOI,0.0
cat__ROUTE_ATL-BOS,0.0
cat__ROUTE_ATL-BTR,0.0
cat__ROUTE_ATL-BTV,0.0
cat__ROUTE_ATL-BUF,0.0
cat__ROUTE_ATL-BUR,0.0
cat__ROUTE_ATL-BWI,0.0
cat__ROUTE_ATL-BZN,0.0
cat__ROUTE_ATL-CAE,0.0
cat__ROUTE_ATL-CHA,0.0
cat__ROUTE_ATL-CHS,0.0
cat__ROUTE_ATL-CID,0.0
cat__ROUTE_ATL-CLE,0.0
cat__ROUTE_ATL-CLT,0.0
cat__ROUTE_ATL-CMH,0.0
cat__ROUTE_ATL-COS,0.0
cat__ROUTE_ATL-CRW,0.0
cat__ROUTE_ATL-CVG,0.0
cat__ROUTE_ATL-DAB,0.0
cat__ROUTE_ATL-DAL,0.0
cat__ROUTE_ATL-DAY,0.0
cat__ROUTE_ATL-DCA,0.0
cat__ROUTE_ATL-DEN,0.0
cat__ROUTE_ATL-DFW,0.0
cat__ROUTE_ATL-DSM,0.0
cat__ROUTE_ATL-DTW,0.0
cat__ROUTE_ATL-ECP,0.0
cat__ROUTE_ATL-EGE,0.0
cat__ROUTE_ATL-ELP,0.0
cat__ROUTE_ATL-EVV,0.0
cat__ROUTE_ATL-EWR,0.0
cat__ROUTE_ATL-EYW,0.0
cat__ROUTE_ATL-FAT,0.0
cat__ROUTE_ATL-FAY,0.0
cat__ROUTE_ATL-FLL,0.0
cat__ROUTE_ATL-FSD,0.0
cat__ROUTE_ATL-FWA,0.0
cat__ROUTE_ATL-GEG,0.0
cat__ROUTE_ATL-GNV,0.0
cat__ROUTE_ATL-GPT,0.0
cat__ROUTE_ATL-GRB,0.0
cat__ROUTE_ATL-GRR,0.0
cat__ROUTE_ATL-GSO,0.0
cat__ROUTE_ATL-GSP,0.0
cat__ROUTE_ATL-HDN,0.0
cat__ROUTE_ATL-HNL,0.0
cat__ROUTE_ATL-HOU,0.0
cat__ROUTE_ATL-HPN,0.0
cat__ROUTE_ATL-HSV,0.0
cat__ROUTE_ATL-IAD,0.0
cat__ROUTE_ATL-IAH,0.0
cat__ROUTE_ATL-ICT,0.0
cat__ROUTE_ATL-ILM,0.0
cat__ROUTE_ATL-IND,0.0
cat__ROUTE_ATL-JAC,0.0
cat__ROUTE_ATL-JAN,0.0
cat__ROUTE_ATL-JAX,0.0
cat__ROUTE_ATL-JFK,0.0
cat__ROUTE_ATL-LAS,0.0
cat__ROUTE_ATL-LAX,0.0
cat__ROUTE_ATL-LEX,0.0
cat__ROUTE_ATL-LGA,0.0
cat__ROUTE_ATL-LIT,0.0
cat__ROUTE_ATL-MCI,0.0
cat__ROUTE_ATL-MCO,0.0
cat__ROUTE_ATL-MDT,0.0
cat__ROUTE_ATL-MDW,0.0
cat__ROUTE_ATL-MEM,0.0
cat__ROUTE_ATL-MGM,0.0
cat__ROUTE_ATL-MIA,0.0
cat__ROUTE_ATL-MKE,0.0
cat__ROUTE_ATL-MLB,0.0
cat__ROUTE_ATL-MOB,0.0
cat__ROUTE_ATL-MSN,0.0
cat__ROUTE_ATL-MSP,0.0
cat__ROUTE_ATL-MSY,0.0
cat__ROUTE_ATL-MTJ,0.0
cat__ROUTE_ATL-MYR,0.0
cat__ROUTE_ATL-OGG,0.0
cat__ROUTE_ATL-OKC,0.0
cat__ROUTE_ATL-OMA,0.0
cat__ROUTE_ATL-ONT,0.0
cat__ROUTE_ATL-ORD,0.0
cat__ROUTE_ATL-ORF,0.0
cat__ROUTE_ATL-PBI,0.0
cat__ROUTE_ATL-PDX,0.0
cat__ROUTE_ATL-PHL,0.0
cat__ROUTE_ATL-PHX,0.0
cat__ROUTE_ATL-PIT,0.0
cat__ROUTE_ATL-PNS,0.0
cat__ROUTE_ATL-PSP,0.0
cat__ROUTE_ATL-PVD,0.0
cat__ROUTE_ATL-PWM,0.0
cat__ROUTE_ATL-RDU,0.0
cat__ROUTE_ATL-RIC,0.0
cat__ROUTE_ATL-RNO,0.0
cat__ROUTE_ATL-ROA,0.0
cat__ROUTE_ATL-ROC,0.0
cat__ROUTE_ATL-RSW,0.0
cat__ROUTE_ATL-SAN,0.0
cat__ROUTE_ATL-SAT,0.0
cat__ROUTE_ATL-SAV,0.0
cat__ROUTE_ATL-SBA,0.0
cat__ROUTE_ATL-SBN,0.0
cat__ROUTE_ATL-SDF,0.0
cat__ROUTE_ATL-SEA,0.0
cat__ROUTE_ATL-SFO,0.0
cat__ROUTE_ATL-SHV,0.0
cat__ROUTE_ATL-SJC,0.0
cat__ROUTE_ATL-SJU,0.0
cat__ROUTE_ATL-SLC,0.0
cat__ROUTE_ATL-SMF,0.0
cat__ROUTE_ATL-SNA,0.0
cat__ROUTE_ATL-SRQ,0.0
cat__ROUTE_ATL-STL,0.0
cat__ROUTE_ATL-STT,0.0
cat__ROUTE_ATL-STX,0.0
cat__ROUTE_ATL-SYR,0.0
cat__ROUTE_ATL-TLH,0.0
cat__ROUTE_ATL-TPA,0.0
cat__ROUTE_ATL-TTN,0.0
cat__ROUTE_ATL-TUL,0.0
cat__ROUTE_ATL-TUS,0.0
cat__ROUTE_ATL-TYS,0.0
cat__ROUTE_ATL-VPS,0.0
cat__ROUTE_ATW-ATL,0.0
cat__ROUTE_ATW-AZA,0.0
cat__ROUTE_ATW-CLT,0.0
cat__ROUTE_ATW-DEN,0.0
cat__ROUTE_ATW-DFW,0.0
cat__ROUTE_ATW-DTW,0.0
cat__ROUTE_ATW-FLL,0.0
cat__ROUTE_ATW-LAS,0.0
cat__ROUTE_ATW-MSP,0.0
cat__ROUTE_ATW-ORD,0.0
cat__ROUTE_ATW-PGD,0.0
cat__ROUTE_ATW-PIE,0.0
cat__ROUTE_ATW-SFB,0.0
cat__ROUTE_ATW-SRQ,0.0
cat__ROUTE_AUS-ABQ,0.0
cat__ROUTE_AUS-AMA,0.0
cat__ROUTE_AUS-ASE,0.0
cat__ROUTE_AUS-ATL,0.0
cat__ROUTE_AUS-AVL,0.0
cat__ROUTE_AUS-BNA,0.0
cat__ROUTE_AUS-BOS,0.0
cat__ROUTE_AUS-BUR,0.0
cat__ROUTE_AUS-BWI,0.0
cat__ROUTE_AUS-CLE,0.0
cat__ROUTE_AUS-CLT,0.0
cat__ROUTE_AUS-CMH,0.0
cat__ROUTE_AUS-CVG,0.0
cat__ROUTE_AUS-DAL,0.0
cat__ROUTE_AUS-DCA,0.0
cat__ROUTE_AUS-DEN,0.0
cat__ROUTE_AUS-DFW,0.0
cat__ROUTE_AUS-DSM,0.0
cat__ROUTE_AUS-DTW,0.0
cat__ROUTE_AUS-ELP,0.0
cat__ROUTE_AUS-EWR,0.0
cat__ROUTE_AUS-FLL,0.0
cat__ROUTE_AUS-GRR,0.0
cat__ROUTE_AUS-HNL,0.0
cat__ROUTE_AUS-HOU,0.0
cat__ROUTE_AUS-HRL,0.0
cat__ROUTE_AUS-IAD,0.0
cat__ROUTE_AUS-IAH,0.0
cat__ROUTE_AUS-IND,0.0
cat__ROUTE_AUS-JFK,0.0
cat__ROUTE_AUS-LAS,0.0
cat__ROUTE_AUS-LAX,0.0
cat__ROUTE_AUS-LBB,0.0
cat__ROUTE_AUS-LGB,0.0
cat__ROUTE_AUS-MAF,0.0
cat__ROUTE_AUS-MCI,0.0
cat__ROUTE_AUS-MCO,0.0
cat__ROUTE_AUS-MDW,0.0
cat__ROUTE_AUS-MFE,0.0
cat__ROUTE_AUS-MIA,0.0
cat__ROUTE_AUS-MSP,0.0
cat__ROUTE_AUS-MSY,0.0
cat__ROUTE_AUS-OAK,0.0
cat__ROUTE_AUS-OKC,0.0
cat__ROUTE_AUS-OMA,0.0
cat__ROUTE_AUS-ONT,0.0
cat__ROUTE_AUS-ORD,0.0
cat__ROUTE_AUS-PDX,0.0
cat__ROUTE_AUS-PHL,0.0
cat__ROUTE_AUS-PHX,0.0
cat__ROUTE_AUS-PIT,0.0
cat__ROUTE_AUS-PVU,0.0
cat__ROUTE_AUS-RDU,0.0
cat__ROUTE_AUS-SAN,0.0
cat__ROUTE_AUS-SEA,0.0
cat__ROUTE_AUS-SFO,0.0
cat__ROUTE_AUS-SJC,0.0
cat__ROUTE_AUS-SJU,0.0
cat__ROUTE_AUS-SLC,0.0
cat__ROUTE_AUS-SMF,0.0
cat__ROUTE_AUS-SNA,0.0
cat__ROUTE_AUS-SRQ,0.0
cat__ROUTE_AUS-STL,0.0
cat__ROUTE_AUS-TPA,0.0
cat__ROUTE_AUS-TUL,0.0
cat__ROUTE_AUS-TYS,0.0
cat__ROUTE_AVL-ATL,0.0
cat__ROUTE_AVL-AUS,0.0
cat__ROUTE_AVL-BOS,0.0
cat__ROUTE_AVL-CLT,0.0
cat__ROUTE_AVL-DCA,0.0
cat__ROUTE_AVL-DFW,0.0
cat__ROUTE_AVL-EWR,0.0
cat__ROUTE_AVL-EYW,0.0
cat__ROUTE_AVL-FLL,0.0
cat__ROUTE_AVL-LAS,0.0
cat__ROUTE_AVL-LGA,0.0
cat__ROUTE_AVL-MCO,0.0
cat__ROUTE_AVL-ORD,0.0
cat__ROUTE_AVL-PBI,0.0
cat__ROUTE_AVL-PGD,0.0
cat__ROUTE_AVL-PHX,0.0
cat__ROUTE_AVL-PIE,0.0
cat__ROUTE_AVL-SFB,0.0
cat__ROUTE_AVL-SRQ,0.0
cat__ROUTE_AVP-CLT,0.0
cat__ROUTE_AVP-ORD,0.0
cat__ROUTE_AZA-ATW,0.0
cat__ROUTE_AZA-BIL,0.0
cat__ROUTE_AZA-BIS,0.0
cat__ROUTE_AZA-BLI,0.0
cat__ROUTE_AZA-BOI,0.0
cat__ROUTE_AZA-BZN,0.0
cat__ROUTE_AZA-CID,0.0
cat__ROUTE_AZA-CVG,0.0
cat__ROUTE_AZA-DSM,0.0
cat__ROUTE_AZA-EUG,0.0
cat__ROUTE_AZA-FAR,0.0
cat__ROUTE_AZA-FCA,0.0
cat__ROUTE_AZA-FNT,0.0
cat__ROUTE_AZA-FSD,0.0
cat__ROUTE_AZA-FWA,0.0
cat__ROUTE_AZA-GEG,0.0
cat__ROUTE_AZA-GFK,0.0
cat__ROUTE_AZA-GRI,0.0
cat__ROUTE_AZA-GRR,0.0
cat__ROUTE_AZA-GTF,0.0
cat__ROUTE_AZA-ICT,0.0
cat__ROUTE_AZA-IDA,0.0
cat__ROUTE_AZA-LAS,0.0
cat__ROUTE_AZA-MLI,0.0
cat__ROUTE_AZA-MOT,0.0
cat__ROUTE_AZA-MSO,0.0
cat__ROUTE_AZA-MSP,0.0
cat__ROUTE_AZA-OMA,0.0
cat__ROUTE_AZA-PIA,0.0
cat__ROUTE_AZA-PSC,0.0
cat__ROUTE_AZA-PVU,0.0
cat__ROUTE_AZA-RAP,0.0
cat__ROUTE_AZA-RFD,0.0
cat__ROUTE_AZA-SBN,0.0
cat__ROUTE_AZA-SGF,0.0
cat__ROUTE_AZA-STC,0.0
cat__ROUTE_AZA-XNA,0.0
cat__ROUTE_AZO-DTW,0.0
cat__ROUTE_BDL-ATL,0.0
cat__ROUTE_BDL-BNA,0.0
cat__ROUTE_BDL-BWI,0.0
cat__ROUTE_BDL-CLT,0.0
cat__ROUTE_BDL-DCA,0.0
cat__ROUTE_BDL-DEN,0.0
cat__ROUTE_BDL-DFW,0.0
cat__ROUTE_BDL-DTW,0.0
cat__ROUTE_BDL-FLL,0.0
cat__ROUTE_BDL-IAD,0.0
cat__ROUTE_BDL-MCO,0.0
cat__ROUTE_BDL-MDW,0.0
cat__ROUTE_BDL-MIA,0.0
cat__ROUTE_BDL-MSP,0.0
cat__ROUTE_BDL-ORD,0.0
cat__ROUTE_BDL-PBI,0.0
cat__ROUTE_BDL-PHL,0.0
cat__ROUTE_BDL-RSW,0.0
cat__ROUTE_BDL-SJU,0.0
cat__ROUTE_BDL-TPA,0.0
cat__ROUTE_BET-ANC,0.0
cat__ROUTE_BFF-DEN,0.0
cat__ROUTE_BFL-DEN,0.0
cat__ROUTE_BFL-DFW,0.0
cat__ROUTE_BFL-PHX,0.0
cat__ROUTE_BFL-SFO,0.0
cat__ROUTE_BGR-DCA,0.0
cat__ROUTE_BGR-EWR,0.0
cat__ROUTE_BGR-PGD,0.0
cat__ROUTE_BGR-PIE,0.0
cat__ROUTE_BGR-SFB,0.0
cat__ROUTE_BHM-ATL,0.0
cat__ROUTE_BHM-BNA,0.0
cat__ROUTE_BHM-BWI,0.0
cat__ROUTE_BHM-CLT,0.0
cat__ROUTE_BHM-DAL,0.0
cat__ROUTE_BHM-DCA,0.0
cat__ROUTE_BHM-DEN,0.0
cat__ROUTE_BHM-DFW,0.0
cat__ROUTE_BHM-DTW,0.0
cat__ROUTE_BHM-FLL,0.0
cat__ROUTE_BHM-HOU,0.0
cat__ROUTE_BHM-LAS,0.0
cat__ROUTE_BHM-MCO,0.0
cat__ROUTE_BHM-MDW,0.0
cat__ROUTE_BHM-MIA,0.0
cat__ROUTE_BHM-ORD,0.0
cat__ROUTE_BHM-PHL,0.0
cat__ROUTE_BHM-PHX,0.0
cat__ROUTE_BHM-TPA,0.0
cat__ROUTE_BIH-DEN,0.0
cat__ROUTE_BIH-SFO,0.0
cat__ROUTE_BIL-AZA,0.0
cat__ROUTE_BIL-DEN,0.0
cat__ROUTE_BIL-DFW,0.0
cat__ROUTE_BIL-LAS,0.0
cat__ROUTE_BIL-MSP,0.0
cat__ROUTE_BIL-PHX,0.0
cat__ROUTE_BIL-SLC,0.0
cat__ROUTE_BIS-AZA,0.0
cat__ROUTE_BIS-DEN,0.0
cat__ROUTE_BIS-DFW,0.0
cat__ROUTE_BIS-LAS,0.0
cat__ROUTE_BIS-MSP,0.0
cat__ROUTE_BIS-PIE,0.0
cat__ROUTE_BIS-SFB,0.0
cat__ROUTE_BJI-MSP,0.0
cat__ROUTE_BLI-AZA,0.0
cat__ROUTE_BLI-LAS,0.0
cat__ROUTE_BLI-LAX,0.0
cat__ROUTE_BLI-OAK,0.0
cat__ROUTE_BLI-PSP,0.0
cat__ROUTE_BLI-SEA,0.0
cat__ROUTE_BLV-PGD,0.0
cat__ROUTE_BLV-PIE,0.0
cat__ROUTE_BLV-SFB,0.0
cat__ROUTE_BLV-SRQ,0.0
cat__ROUTE_BLV-TYS,0.0
cat__ROUTE_BLV-VPS,0.0
cat__ROUTE_BMI-DFW,0.0
cat__ROUTE_BMI-PIE,0.0
cat__ROUTE_BMI-SFB,0.0
cat__ROUTE_BNA-ABE,0.0
cat__ROUTE_BNA-ALB,0.0
cat__ROUTE_BNA-ATL,0.0
cat__ROUTE_BNA-ATW,0.0
cat__ROUTE_BNA-AUS,0.0
cat__ROUTE_BNA-BDL,0.0
cat__ROUTE_BNA-BHM,0.0
cat__ROUTE_BNA-BOS,0.0
cat__ROUTE_BNA-BUF,0.0
cat__ROUTE_BNA-BUR,0.0
cat__ROUTE_BNA-BWI,0.0
cat__ROUTE_BNA-CHS,0.0
cat__ROUTE_BNA-CLE,0.0
cat__ROUTE_BNA-CLT,0.0
cat__ROUTE_BNA-CMH,0.0
cat__ROUTE_BNA-CVG,0.0
cat__ROUTE_BNA-DAL,0.0
cat__ROUTE_BNA-DCA,0.0
cat__ROUTE_BNA-DEN,0.0
cat__ROUTE_BNA-DFW,0.0
cat__ROUTE_BNA-DSM,0.0
cat__ROUTE_BNA-DTW,0.0
cat__ROUTE_BNA-ECP,0.0
cat__ROUTE_BNA-EWR,0.0
cat__ROUTE_BNA-FAR,0.0
cat__ROUTE_BNA-FLL,0.0
cat__ROUTE_BNA-FNT,0.0
cat__ROUTE_BNA-FSD,0.0
cat__ROUTE_BNA-GRR,0.0
cat__ROUTE_BNA-GSP,0.0
cat__ROUTE_BNA-HOU,0.0
cat__ROUTE_BNA-IAD,0.0
cat__ROUTE_BNA-IAH,0.0
cat__ROUTE_BNA-JAX,0.0
cat__ROUTE_BNA-JFK,0.0
cat__ROUTE_BNA-LAS,0.0
cat__ROUTE_BNA-LAX,0.0
cat__ROUTE_BNA-LGA,0.0
cat__ROUTE_BNA-LGB,0.0
cat__ROUTE_BNA-MCI,0.0
cat__ROUTE_BNA-MCO,0.0
cat__ROUTE_BNA-MDT,0.0
cat__ROUTE_BNA-MDW,0.0
cat__ROUTE_BNA-MIA,0.0
cat__ROUTE_BNA-MKE,0.0
cat__ROUTE_BNA-MSP,0.0
cat__ROUTE_BNA-MSY,0.0
cat__ROUTE_BNA-MYR,0.0
cat__ROUTE_BNA-OAK,0.0
cat__ROUTE_BNA-OKC,0.0
cat__ROUTE_BNA-OMA,0.0
cat__ROUTE_BNA-ONT,0.0
cat__ROUTE_BNA-ORD,0.0
cat__ROUTE_BNA-ORF,0.0
cat__ROUTE_BNA-PDX,0.0
cat__ROUTE_BNA-PGD,0.0
cat__ROUTE_BNA-PHL,0.0
cat__ROUTE_BNA-PHX,0.0
cat__ROUTE_BNA-PIA,0.0
cat__ROUTE_BNA-PIE,0.0
cat__ROUTE_BNA-PIT,0.0
cat__ROUTE_BNA-PNS,0.0
cat__ROUTE_BNA-PVU,0.0
cat__ROUTE_BNA-RDU,0.0
cat__ROUTE_BNA-RIC,0.0
cat__ROUTE_BNA-RSW,0.0
cat__ROUTE_BNA-SAN,0.0
cat__ROUTE_BNA-SAT,0.0
cat__ROUTE_BNA-SAV,0.0
cat__ROUTE_BNA-SEA,0.0
cat__ROUTE_BNA-SFB,0.0
cat__ROUTE_BNA-SFO,0.0
cat__ROUTE_BNA-SJC,0.0
cat__ROUTE_BNA-SJU,0.0
cat__ROUTE_BNA-SLC,0.0
cat__ROUTE_BNA-SMF,0.0
cat__ROUTE_BNA-SRQ,0.0
cat__ROUTE_BNA-STL,0.0
cat__ROUTE_BNA-SYR,0.0
cat__ROUTE_BNA-TPA,0.0
cat__ROUTE_BNA-VPS,0.0
cat__ROUTE_BNA-XNA,0.0
cat__ROUTE_BOI-ATL,0.0
cat__ROUTE_BOI-AZA,0.0
cat__ROUTE_BOI-BUR,0.0
cat__ROUTE_BOI-DEN,0.0
cat__ROUTE_BOI-DFW,0.0
cat__ROUTE_BOI-GEG,0.0
cat__ROUTE_BOI-LAS,0.0
cat__ROUTE_BOI-LAX,0.0
cat__ROUTE_BOI-MCO,0.0
cat__ROUTE_BOI-MSP,0.0
cat__ROUTE_BOI-OAK,0.0
cat__ROUTE_BOI-ORD,0.0
cat__ROUTE_BOI-PDX,0.0
cat__ROUTE_BOI-PHX,0.0
cat__ROUTE_BOI-SAN,0.0
cat__ROUTE_BOI-SEA,0.0
cat__ROUTE_BOI-SFO,0.0
cat__ROUTE_BOI-SJC,0.0
cat__ROUTE_BOI-SLC,0.0
cat__ROUTE_BOI-SMF,0.0
cat__ROUTE_BOI-SNA,0.0
cat__ROUTE_BOS-ATL,0.0
cat__ROUTE_BOS-AUS,0.0
cat__ROUTE_BOS-AVL,0.0
cat__ROUTE_BOS-BNA,0.0
cat__ROUTE_BOS-BUF,0.0
cat__ROUTE_BOS-BWI,0.0
cat__ROUTE_BOS-BZN,0.0
cat__ROUTE_BOS-CHS,0.0
cat__ROUTE_BOS-CLE,0.0
cat__ROUTE_BOS-CLT,0.0
cat__ROUTE_BOS-CMH,0.0
cat__ROUTE_BOS-CVG,0.0
cat__ROUTE_BOS-DCA,0.0
cat__ROUTE_BOS-DEN,0.0
cat__ROUTE_BOS-DFW,0.0
cat__ROUTE_BOS-DTW,0.0
cat__ROUTE_BOS-EWR,0.0
cat__ROUTE_BOS-EYW,0.0
cat__ROUTE_BOS-FLL,0.0
cat__ROUTE_BOS-GRR,0.0
cat__ROUTE_BOS-HDN,0.0
cat__ROUTE_BOS-HNL,0.0
cat__ROUTE_BOS-IAD,0.0
cat__ROUTE_BOS-IAH,0.0
cat__ROUTE_BOS-IND,0.0
cat__ROUTE_BOS-JAX,0.0
cat__ROUTE_BOS-JFK,0.0
cat__ROUTE_BOS-LAS,0.0
cat__ROUTE_BOS-LAX,0.0
cat__ROUTE_BOS-LGA,0.0
cat__ROUTE_BOS-MCI,0.0
cat__ROUTE_BOS-MCO,0.0
cat__ROUTE_BOS-MDW,0.0
cat__ROUTE_BOS-MEM,0.0
cat__ROUTE_BOS-MIA,0.0
cat__ROUTE_BOS-MKE,0.0
cat__ROUTE_BOS-MSP,0.0
cat__ROUTE_BOS-MSY,0.0
cat__ROUTE_BOS-MYR,0.0
cat__ROUTE_BOS-ORD,0.0
cat__ROUTE_BOS-PBI,0.0
cat__ROUTE_BOS-PDX,0.0
cat__ROUTE_BOS-PHL,0.0
cat__ROUTE_BOS-PHX,0.0
cat__ROUTE_BOS-PIT,0.0
cat__ROUTE_BOS-PQI,0.0
cat__ROUTE_BOS-RDU,0.0
cat__ROUTE_BOS-RIC,0.0
cat__ROUTE_BOS-RSW,0.0
cat__ROUTE_BOS-SAN,0.0
cat__ROUTE_BOS-SAT,0.0
cat__ROUTE_BOS-SAV,0.0
cat__ROUTE_BOS-SDF,0.0
cat__ROUTE_BOS-SEA,0.0
cat__ROUTE_BOS-SFO,0.0
cat__ROUTE_BOS-SJU,0.0
cat__ROUTE_BOS-SLC,0.0
cat__ROUTE_BOS-SRQ,0.0
cat__ROUTE_BOS-STL,0.0
cat__ROUTE_BOS-STT,0.0
cat__ROUTE_BOS-SYR,0.0
cat__ROUTE_BOS-TPA,0.0
cat__ROUTE_BOS-TYS,0.0
cat__ROUTE_BPT-DFW,0.0
cat__ROUTE_BQN-EWR,0.0
cat__ROUTE_BQN-FLL,0.0
cat__ROUTE_BQN-JFK,0.0
cat__ROUTE_BQN-MCO,0.0
cat__ROUTE_BRD-MSP,0.0
cat__ROUTE_BRO-DFW,0.0
cat__ROUTE_BRW-ANC,0.0
cat__ROUTE_BTM-DEN,0.0
cat__ROUTE_BTM-SLC,0.0
cat__ROUTE_BTR-ATL,0.0
cat__ROUTE_BTR-CLT,0.0
cat__ROUTE_BTR-DCA,0.0
cat__ROUTE_BTR-DFW,0.0
cat__ROUTE_BTR-IAH,0.0
cat__ROUTE_BTV-ATL,0.0
cat__ROUTE_BTV-CLT,0.0
cat__ROUTE_BTV-DCA,0.0
cat__ROUTE_BTV-DTW,0.0
cat__ROUTE_BTV-EWR,0.0
cat__ROUTE_BTV-IAD,0.0
cat__ROUTE_BTV-JFK,0.0
cat__ROUTE_BTV-LGA,0.0
cat__ROUTE_BTV-MCO,0.0
cat__ROUTE_BTV-ORD,0.0
cat__ROUTE_BTV-PHL,0.0
cat__ROUTE_BTV-TPA,0.0
cat__ROUTE_BUF-ATL,0.0
cat__ROUTE_BUF-BNA,0.0
cat__ROUTE_BUF-BOS,0.0
cat__ROUTE_BUF-BWI,0.0
cat__ROUTE_BUF-CLT,0.0
cat__ROUTE_BUF-DCA,0.0
cat__ROUTE_BUF-DEN,0.0
cat__ROUTE_BUF-DFW,0.0
cat__ROUTE_BUF-DTW,0.0
cat__ROUTE_BUF-EWR,0.0
cat__ROUTE_BUF-FLL,0.0
cat__ROUTE_BUF-IAD,0.0
cat__ROUTE_BUF-JFK,0.0
cat__ROUTE_BUF-LAS,0.0
cat__ROUTE_BUF-LAX,0.0
cat__ROUTE_BUF-LGA,0.0
cat__ROUTE_BUF-MCO,0.0
cat__ROUTE_BUF-MDW,0.0
cat__ROUTE_BUF-MIA,0.0
cat__ROUTE_BUF-ORD,0.0
cat__ROUTE_BUF-PBI,0.0
cat__ROUTE_BUF-PHX,0.0
cat__ROUTE_BUF-RDU,0.0
cat__ROUTE_BUF-RSW,0.0
cat__ROUTE_BUF-SRQ,0.0
cat__ROUTE_BUF-TPA,0.0
cat__ROUTE_BUR-ABQ,0.0
cat__ROUTE_BUR-ATL,0.0
cat__ROUTE_BUR-AUS,0.0
cat__ROUTE_BUR-BNA,0.0
cat__ROUTE_BUR-BOI,0.0
cat__ROUTE_BUR-DAL,0.0
cat__ROUTE_BUR-DEN,0.0
cat__ROUTE_BUR-DFW,0.0
cat__ROUTE_BUR-EUG,0.0
cat__ROUTE_BUR-HOU,0.0
cat__ROUTE_BUR-LAS,0.0
cat__ROUTE_BUR-MCI,0.0
cat__ROUTE_BUR-MDW,0.0
cat__ROUTE_BUR-MSY,0.0
cat__ROUTE_BUR-OAK,0.0
cat__ROUTE_BUR-PDX,0.0
cat__ROUTE_BUR-PHX,0.0
cat__ROUTE_BUR-RNO,0.0
cat__ROUTE_BUR-SAT,0.0
cat__ROUTE_BUR-SEA,0.0
cat__ROUTE_BUR-SFO,0.0
cat__ROUTE_BUR-SJC,0.0
cat__ROUTE_BUR-SLC,0.0
cat__ROUTE_BUR-SMF,0.0
cat__ROUTE_BUR-STL,0.0
cat__ROUTE_BUR-STS,0.0
cat__ROUTE_BWI-ABQ,0.0
cat__ROUTE_BWI-ALB,0.0
cat__ROUTE_BWI-ATL,0.0
cat__ROUTE_BWI-AUS,0.0
cat__ROUTE_BWI-BDL,0.0
cat__ROUTE_BWI-BHM,0.0
cat__ROUTE_BWI-BNA,0.0
cat__ROUTE_BWI-BOS,0.0
cat__ROUTE_BWI-BUF,0.0
cat__ROUTE_BWI-CHS,0.0
cat__ROUTE_BWI-CLE,0.0
cat__ROUTE_BWI-CLT,0.0
cat__ROUTE_BWI-CMH,0.0
cat__ROUTE_BWI-COS,0.0
cat__ROUTE_BWI-CVG,0.0
cat__ROUTE_BWI-DAL,0.0
cat__ROUTE_BWI-DEN,0.0
cat__ROUTE_BWI-DFW,0.0
cat__ROUTE_BWI-DTW,0.0
cat__ROUTE_BWI-FLL,0.0
cat__ROUTE_BWI-GRR,0.0
cat__ROUTE_BWI-GSP,0.0
cat__ROUTE_BWI-HOU,0.0
cat__ROUTE_BWI-IAH,0.0
cat__ROUTE_BWI-IND,0.0
cat__ROUTE_BWI-ISP,0.0
cat__ROUTE_BWI-JAN,0.0
cat__ROUTE_BWI-JAX,0.0
cat__ROUTE_BWI-LAS,0.0
cat__ROUTE_BWI-LAX,0.0
cat__ROUTE_BWI-MCI,0.0
cat__ROUTE_BWI-MCO,0.0
